Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"997","El Monstruo De Las Nieves","Mission Kathmandu: The Aventuras of Nelly & Simon","2017","FRA/ESP","Ninguno","5.1","Canadá","Infantil","https://www.imdb.com/title/tt5433884","Pierre Greco, Nancy Florence Savard","Geneviève Savard, Nancy Florence Savard","Sylvie Moreau, Guillaume Lemay-Thivierge, Rachid Badouri, Alexandrine Guerraren, Stéphane Crête, Edgar Fruitier, Sébastien Benoit, Bertrand Alain, Simon-Pierre Gariépy, Martin Boily","85","Nelly es una detective novata y Simon es un investigador de ciencia que deben trabajar juntos en una loca aventura para probar la existencia del Monstruo de las Nieves. Para lograr este objetivo Simon sigue el diario de un explorador desaparecido donde da la ubicación de la guarida secreta de la criatura. Acompañados de Tenzig el guía y Jazzmin un pájaro parlanchín, estos héroes se enfrentan a una serie de peligros en los Himalayas mientras buscan a el legendario monstruo.","","Pierre Greco, André Morency","movies.csv_pics\movies_997.jpg"
"996","El Muñeco De Nieve","The Snowman","2017","ING/ESP","Español","5.2","USA, UK, Suecia, China","Crimen, Drama, Misterio, Thriller","https://www.imdb.com/title/tt1758810","Tomas Alfredson","Tomas Alfredson, Tim Bevan, Liza Chasin, Eric Fellner, Amelia Granger, Piodor Gustafsson, Richard Hewitt, Alexander O'Neal, Martin Scorsese, Robyn Slovo, Emma Tillinger Koskoff, Tor Arne Øvrebø","Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson, Michael Yates, Ronan Vibert, J.K. Simmons, Val Kilmer, David Dencik, Toby Jones","119","""Soon the first snow will come, and then he will kill again.""  Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.","","Jo Nesbø, Peter Straughan, Hossein Amini, Søren Sveistrup","movies.csv_pics\movies_996.jpg"
"995","El Muñeco Diabólico","Child's Play","2019","ING/ESP","Español","5.7","Canadá, USA","Drama, Terror, Sci-Fi, Thriller","https://www.imdb.com/title/tt8663516","Lars Klevberg","Jason Cloth, Chris Ferguson, Aaron L. Gilbert, Seth Grahame-Smith, David Katzenberg, Aaron Schmidt, Michael Williams","Tim Matheson, Ben Daon, Zahra Anderson, Serge Jaswal, Ariana Nica, Phoenix Ly, Johnson Phan, Aubrey Plaza, Eddie Flake, Trent Redekop","90","""More than a toy... he's your best friend.""  A mother gives her 13-year-old son a toy doll for his birthday, unaGuerrae of its more sinister nature.","","Tyler Burton Smith, Don Mancini, John Lafia, Tom Holland, Don Mancini","movies.csv_pics\movies_995.jpg"
"994","El Niño","The Boy","2016","Inglés","Español","6.0","USA, Canadá, China","Terror, Misterio, Thriller","https://www.imdb.com/title/tt3882082","William Brent Bell","Oren Aviv, Matt Berenson, Adam Fogelson, David Kern, Roy Lee, Gary Lucchesi, John Powers Middleton, Eric Reid, Tom Rosenberg, Jackie Shenoo, Robert Simonds, Donald Tang, Zhongjun Wang, Zhonglei Wang, Jim Wedaa, Richard S. Wright","Lauren Cohan, Rupert Evans, James Russell, Jim Norton, Diana Hardcastle, Ben Robson, Jett Klyne, Lily Pater, Matthew Walker, Stephanie Lemelin","97","""Every child needs to feel loved.""  An American nanny is shocked that her new English Familia's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.","","Stacey Menear","movies.csv_pics\movies_994.jpg"
"993","El Pacto","El pacto","2018","ING/ESP","Español","5.2","España","Terror, Misterio, Thriller","https://www.imdb.com/title/tt7690762","David Victori","Fernando Baldellou, Clever Beretta Custodio, Victoria Borrás, Ricardo Marco Budé, Francisco Celma, Antonio Chavarrías, Jordi Gasull, Àngels Masclans, Edmon Roch, Ignacio Salazar-Simpson, Diego Suarez Chialvo, Javier Ugarte","Belén Rueda, Darío Grandinetti, Mireia Oriol, Antonio Durán 'Morris', Jordi Recasens, Carlus Fàbrega, Vanessa Buchaca, Frederic Llobregat, Josean Bengoetxea, Lluïsa Mallol","106","""Evil always claims its debt""  When Monica finds out her daughter is about to die she takes extreme measures to save her.","","Jordi Vallejo, David Victori, Salvador Victori","movies.csv_pics\movies_993.jpg"
"992","El Pájaro Loco","Woody Woodpecker","2017","ING/ESP","Español","4.2","USA, Canadá, Bulgaria","Infantil","https://www.imdb.com/title/tt2114504","Alex Zamm","Mike Elliott, George Engel, Chris Foss, Paul Germain, Lisa Gooding, Greg Holstein, Alex Zamm","Eric Bauza, Timothy Omundson, Graham Verchere, Jordana Largy, Thaila Ayala, Adrian Glynn McMorran, Scott McNeil, Chelsea Miller, Jakob Davies, Sean Tyson","91","Lance Walters, un respetado abogado que, después de ser forzado a ?retirarse tempranamente?, decide dejar la ciudad y mudarse a un pequeño pueblo con su prometida Vanessa y con su hijo Tommy. Lance planea construir una mega mansión, pero las cosas no resultan como planea ya que está construyendo en el territorio de un ave hiperactiva de cabeza roja, con quien comienza una guerra para conservar su hogar; ¿Adivinen quién está de regreso? El ave más bromista y famosa de todos los tiempos, Woody Woodpecker.","","Alex Zamm, William Robertson, Walter Lantz, Ben Hardaway, Alex Zamm, William Robertson, Daniel Altiere, Steven Altiere","movies.csv_pics\movies_992.jpg"
"991","El Pasajero","The Commuter","2018","ING/ESP","Español","6.3","USA, UK, Francia, China, Canadá, España","Acción, Misterio, Thriller","https://www.imdb.com/title/tt1590193","Jaume Collet-Serra","Stuart M. Besser, Jaume Collet-Serra, Michael Dreyer, Ron Halpern, Alex Heineman, Didier Lupfer, Lacey Darlene Paulson, Andrew Rona, Juan Sola","Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks, Sam Neill, Elizabeth McGovern, Killian Scott, Shazad Latif, Andy Nyman, Clara Lago","104","""Lives Are On The Line""  An insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.","","Byron Willinger, Philip de Blasi, Byron Willinger, Philip de Blasi, Ryan Engle","movies.csv_pics\movies_991.jpg"
"990","El Planeta De Los Simios: La Guerra","Guerra for the Planet of the Apes","2017","ING/ESP","Español","7.4","USA, Canadá","Acción, Aventura, Drama, Sci-Fi, Thriller","https://www.imdb.com/title/tt3450958","Matt Reeves","Mark Bomback, Peter Chernin, Dylan Clark, Rick Jaffa, Mary McLaglen, Amanda Silver, Ryan Stafford, Jenno Topping","Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Amiah Miller, Terry Notary, Ty Olsson, Michael Adamthwaite, Toby Kebbell, Gabriel Chavarria","140","""For freedom. For Familia. For the planet.""  After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.","","Mark Bomback, Matt Reeves, Rick Jaffa, Amanda Silver, Pierre Boulle","movies.csv_pics\movies_990.jpg"
"989","El Poder De La Cruz","Do You Believe?","2015","Inglés","Español","6.1","USA","Drama","https://www.imdb.com/title/tt4056738","Jon Gunn","Sean Astin, Harold Cronk, Troy Duhon, Brent Ryan Green, Adam Hastings, Elizabeth Hatcher-Travis, Robert Katz, Robert Katz, Chuck Konzelman, Delroy Lindo, Ted McGinley, Mona Nahm, Vance Null, Carol Oster, Merrill Oster, Alexa PenaVega, Michael Scott, Matt Shapira, Cybill Shepherd, Cary Solomon, Mira Sorvino, David A.R. White, Russell Wolfe, Brittany Yost","Grifon Aldren, Sean Astin, Brian Bosworth, Valerie Domínguez, Delroy Lindo, Andrea Logan, Lee Majors, William Matthews, Ted McGinley, Tracy Melchior","120","""Experience The Power Of The Cross""  When a pastor is shaken by the visible faith of a street-corner preacher, he is reminded that true belief always requires Acción. His response ignites a journey that impacts everyone it touches in ways that only God could orchestrate.","","Chuck Konzelman, Cary Solomon","movies.csv_pics\movies_989.jpg"
"988","El Primer Hombre En La Luna","First Man","2018","Inglés","Español","7.3","USA, Japón, China","Biografía, Drama, Historia","https://www.imdb.com/title/tt1213641","Damien Chazelle","Marty Bowen, Damien Chazelle, Kevin Elam, Wyck Godfrey, James R. Hansen, Jeffrey Harlacker, Isaac Klausner, Adam Merims, Josh Singer, Steven Spielberg","Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll, Patrick Fugit, Christopher Abbott, Ciarán Hinds, Olivia Hamilton, Pablo Schreiber","141","""The most dangerous mission in Historia""  A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","","Josh Singer, James R. Hansen","movies.csv_pics\movies_988.jpg"
"987","El Príncipe Encantador","Charming","2018","ING/ESP","Ninguno","5.6","Canadá, USA","Infantil","https://www.imdb.com/title/tt4086018","Ross Venokur","Brent Baum, Eamonn Butler, Jon Christianson, Simon Crowe, Guerraren Franklin, Antony Hunt, Victoria Itow, Hillary Jones, Robyn Klein, George Lee, Ricardo Mestres, Peter Nagle, Tom Pascal, C. Thomas Paschall, Dennis Rice, Duncan Rodger, Jeremy Ross, Damien Simonklein, Henry Skelsey, Harry Smith, Danielle Sterling, Wilmer Valderrama, Geneva Wasserman, John H. Williams, Patrick Worlock","Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker","85","Cuenta la inusual historia del Prínicpe Encantador Philippe, quien tiene una maldición que lo hace irresistible para cada doncella del reino y su búsqueda del amor verdadero. Para ello, emprende una gran aventura en compañía de un pícaro extraño llamado Lenny que, sin saberlo Encantador, en realidad, es Lenore, la única mujer en la Tierra inmune a su hechizo.","","Ross Venokur","movies.csv_pics\movies_987.jpg"
"986","El Profesor Marston Y La Mujer Maravilla","Professor Marston and the Wonder Women","2017","ING/ESP","Español","7.0","USA","Biografía, Drama, Historia","https://www.imdb.com/title/tt6133130","Angela Robinson","Michael Bowes, Kai Cole, Buzz Koenig, Terry Leonard, Clare Munn, Amy Redford, Joey Soloway, Andrea Sperling","Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton, Monica Giordano, JJ Feild, Chris Conroy, Oliver Platt, Maggie Castle, Alexa Havins","108","La historia del psicólogo William Moulton Marston y su relación poli amorosa con su esposa y su amante, quienes inspiraron la creación de la superheroína ""la Mujer Maravilla"".","","Angela Robinson","movies.csv_pics\movies_986.jpg"
"985","El Proyecto Florida","The Florida Project","2017","Inglés","Español","7.6","USA","Drama","https://www.imdb.com/title/tt5649144","Sean Baker","Sean Baker, Chris Bergoch, Kevin Chinoy, Darren Dean, Andrew Duncan, Dani Johnson, Samantha Quan, Alex Saks, Elayne Schmidt, Franciasca Silvestri, Shih-Ching Tsou","Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo, Valeria Cotto, EdGuerrad Pagan, Bria Vinaite, Patti Wiley, Jasineia Ramos, Willem Dafoe","111","""Find Your Kingdom.""  A single mother and the manager of a roadside motel do their utmost to maintain the innocence of a six-year-old girl's life.","","Sean Baker, Chris Bergoch","movies.csv_pics\movies_985.jpg"
"984","El Regreso De Mary Poppins","Mary Poppins Returns","2018","ING/ESP","Español","6.7","USA, UK, Dinamarca, Australia, Canadá, India","Aventura, Comedia, Familia, Fantasía, Música, Musical","https://www.imdb.com/title/tt5028340","Rob Marshall","John DeLuca, Ben HoGuerrath, Jennifer Lane, Rob Marshall, Callum McDougall, Angus More Gordon, Marc Platt, Caroline Roberts, Alonzo Ruvalcaba, Michael Zimmer","Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth","130","""In a place we hold dear, where wonder once lived... but soon from above, a new story begins.""  A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.","","P.L. Travers, David Magee, Rob Marshall, John DeLuca, David Magee","movies.csv_pics\movies_984.jpg"
"983","El Regreso Del Jedi","Star Guerras: Episode VI - Return of the Jedi","1983","ING/ESP","Español","8.3","USA","Acción, Aventura, Fantasía, Sci-Fi","https://www.imdb.com/title/tt0086190","Richard Marquand","Jim Bloom, HoGuerrad G. Kazanjian, George Lucas, Rick McCallum, Robert Watts","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, Peter Mayhew, Sebastian Shaw, Ian McDiarmid, Frank Oz, James Earl Jones","131","""Coming May 25, 1983 to your galaxy. [Second Advance poster]""  After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.","","Lawrence Kasdan, George Lucas, George Lucas","movies.csv_pics\movies_983.jpg"
"982","El Resplandor","The Shining","1980","Inglés","Español","8.4","UK, USA","Drama, Terror","https://www.imdb.com/title/tt0081505","Stanley Kubrick","Robert Fryer, Jan Harlan, Mary Lea Johnson, Stanley Kubrick, Martin Richards","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Joe Turkel, Anne Jackson, Tony Burton, Lia Beldam","146","""Iconic terror from the No 1 bestselling writer.""  A Familia heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.","","Stephen King, Stanley Kubrick, Diane Johnson","movies.csv_pics\movies_982.jpg"
"981","El Rey Arturo: La Leyenda De La Espada","King Arthur: Legend of the Sword","2017","ING/ESP","Español","6.7","UK, USA, India, Canadá","Acción, Aventura, Drama, Fantasía","https://www.imdb.com/title/tt1972591","Guy Ritchie","Bruce Berman, Steve Clark-Hall, David Dobkin, Akiva Goldsman, Joby Harold, James Herbert, James Herbert, Max Keene, Steven Mnuchin, Guy Ritchie, Tory Tunnell, Lionel Wigram","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou, Eric Bana, Aidan Gillen, Freddie Fox, Craig McGinlay, Tom Wu, Kingsley Ben-Adir","126","""Raised on the streets. Born to be king.""  Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","","Joby Harold, Guy Ritchie, Lionel Wigram, David Dobkin, Joby Harold","movies.csv_pics\movies_981.jpg"
"980","El Rey León","The Lion King","2019","ING/ESP","Español","6.8","USA, UK, Kenia","Infantil","https://www.imdb.com/title/tt6105098","Jon Favreau","John Bartnicki, Debbi Bossi, Jon Favreau, Karen Gilchrist, Tom C. Peitzman, Thomas Schumacher, Jeffrey Silver, Julie Taymor, David H. Venghaus Jr.","Chiwetel Ejiofor, John Oliver, James Earl Jones, John Kani, Alfre Woodard, JD McCrary, Shahadi Wright Joseph, Penny Johnson Jerald, Keegan-Michael Key, Eric André","118","La nueva versión de acción real de EL REY LEÓN de Disney, del director Jon Favreau, nos lleva a la sabana africana donde un futuro rey ha nacido. Simba idolatra a su padre, el rey Mufasa, y está entusiasmado con su destino real. Pero no todos en el reino celebran la llegada del nuevo cachorro. Scar, el hermano de Mufasa y antiguo heredero al trono, tiene sus propios planes. La batalla de Pride Rock se ve teñida de traición, tragedia y drama, y acaba forzando a Simba al exilio. Con la ayuda de una curiosa pareja de amigos nuevos, Simba tendrá que arreglárselas para crecer y recuperar lo que legítimamente le corresponde.","","Jeff Nathanson, Irene Mecchi, Jonathan Roberts, Linda Woolverton","movies.csv_pics\movies_980.jpg"
"979","El Robo Perfecto","Den of Thieves","2018","Inglés","Español","7.0","USA","Acción, Crimen, Drama, Thriller","https://www.imdb.com/title/tt1259528","Christian Gudegast","Oren Aviv, Jason Barhydt, Gerard Butler, Dorothy Canton, Mark Canton, Glenn D. Feig, Adam Fogelson, Tony Grazia, Christian Gudegast, David Hopwood, Daniel Kaslow, D. Scott Lumpkin, Jamie Marshall, Patrick Peach, Greg Renker, Danielle Robinson, Alan Siegel, Robert Simonds, Tucker Tooley, Meadow Williams","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman","140","""Dirty Jobs. Dirty Cops.""  An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.","","Christian Gudegast, Christian Gudegast, Paul T. Scheuring","movies.csv_pics\movies_979.jpg"
"978","El Sacrificio Del Ciervo Sagrado","The Killing of a Sacred Deer","2017","ING/ESP","Español","7.0","Irlanda, UK, USA","Drama, Terror, Misterio, Thriller","https://www.imdb.com/title/tt5715874","Yorgos Lanthimos","Daniel Battsek, Will Greenfield, Ed Guiney, Nicki Hattingh, Paula Heffernan, David Kosse, Yorgos Lanthimos, Sam Lavender, Andrew Lowe, Amit Pandya, Keith Potter, Anne Sheehan, Marie Gabrielle SteGuerrat, Kamen Velkovsky, Peter Watson, Atilla Salih Yücer","Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy, Denise Dal Vera, Colin Farrell, Barry Keoghan, Nicole Kidman, Drew Logan, Alicia Silverstone","121","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","","Yorgos Lanthimos, Efthimis Filippou","movies.csv_pics\movies_978.jpg"
"977","El Secreto De Adaline","The Age of Adaline","2015","Inglés","Español","7.2","USA, Canadá","Drama, Fantasía, Romance","https://www.imdb.com/title/tt1655441","Lee Toland Krieger","Steve Golin, David Kern, Sidney Kimmel, Andre Lamal, Gary Lucchesi, Alix Madigan, Eric Reid, Tom Rosenberg, Jackie Shenoo, Jim Tauber, Bruce Toll, Brad Van Arragon, Richard S. Wright","Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn, Kathy Baker, Amanda Crew, Lynda Boyd, Hugh Ross, Richard Harmon, Fulvio Cecere","112","""The world has changed in the last century. Adaline has not.""  A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.","","J. Mills Goodloe, Salvador Paskowitz, J. Mills Goodloe, Salvador Paskowitz","movies.csv_pics\movies_977.jpg"
"976","El Último Cazador De Brujas","The Last Witch Hunter","2015","Inglés","Español","5.9","USA, China, Canadá","Acción, Aventura, Fantasía","https://www.imdb.com/title/tt1618442","Breck Eisner","Mark Canton, Vin Diesel, Bernie Goldmann, Adam Goldworm, Erich Hoeber, Jon Hoeber, Ric Kidney, Qiuyun Long, F. Valentino Morales, Marilyn Napaul, Yang Rong, Bo Shen, Jimmy Star, Mike Upton, Samantha Vincent, Patrick Wachsberger","Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson, Rena Owen, Julie Engelbrecht, Michael Caine, Joe Gilgun, Isaach De Bankolé, Michael Halsey","106","""Live forever. Hunt forever.""  The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in Historia.","","Cory Goodman, Matt Sazama, Burk Sharpless","movies.csv_pics\movies_976.jpg"
"975","El Último Duelo","The Last Duel","2021","Inglés","Español","7.3","USA, UK","Drama, Historia, Thriller","https://www.imdb.com/title/tt4244994","Ridley Scott","Ben Affleck, Madison Ainley, John Bernard, Matt Damon, Aidan Elliott, James Flynn, Jennifer Fox, Kevin Halloran, Nicole Holofcener, Teresa Kelly, Morgan O'Sullivan, Ridley Scott, Sasha Veneziano, Drew Vinton, Kevin J. Walsh","Matt Damon, Adam Driver, Jodie Comer, Harriet Walter, Ben Affleck, Alex Lawther, Marton Csokas, William Houston, Oliver Cotton, Aurélien Lorgnier","152","""The true story of a woman who defied a nation and made Historia.""  The Knight Jean de Carrouges must settle the dispute over his wife Marguerite by challenging his former friend to a duel to the death.","","Nicole Holofcener, Ben Affleck, Matt Damon, Eric Jager","movies.csv_pics\movies_975.jpg"
"974","El Valiente","Free State of Jones","2016","Inglés","Español","6.9","USA","Acción, Biografía, Drama, Historia, Guerra, Western","https://www.imdb.com/title/tt1124037","Gary Ross","Diana Alvarez, Oren Aviv, Michael Bassick, Robin Bissell, Leonard Feder, Adam Fogelson, Stuart Ford, Samuel Yeunju Ha, Leonard Hartman, Eric Heffron, T.G. Herrington, Min Young Hong, Matt Jackson, Jon Kilik, Russell Levine, Christopher Lytton, Sandino Moya-Smith, Bruce J. Nachbar, David Pomier, Gary Ross, Elexa Ruth, Robert Simonds, Scott Stuber, Donald Tang, Zhongjun Wang, Zhonglei Wang, Lee Jae Woo, Christopher Woodrow, Jerry Ye","Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi, Brian Lee Franklin","139","""Based on the incredible true story.""  A disillusioned Confederate Army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.","","Gary Ross, Leonard Hartman, Gary Ross","movies.csv_pics\movies_974.jpg"
"973","El Valle De La Venganza","In a Valley of Violence","2016","ING/ESP","Español","6.1","USA","Acción, Western","https://www.imdb.com/title/tt3608930","Ti West","Jason Blum, Phillip Dawe, Jacob Jaffke, Peter Phok, David L. Schiff, Alix Taylor, Jeanette Volturno, John N. Guerrad, Ti West","Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan, Toby Huss, Tommy Nohilly, Larry Fessenden, Michael Davis, James Cady","104","""Keep Your Finger on the Trigger""  A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.","","Ti West","movies.csv_pics\movies_973.jpg"
"972","El Viajante","Forooshande","2016","ING/ESP","Español","7.7","Iran, Francia, Katar, USA","Drama, Thriller","https://www.imdb.com/title/tt5186714","Asghar Farhadi","Mathieu Delaunay, Asghar Farhadi, Alexandre Mallet-Guy, Olivier Père","Shahab Hosseini, Taraneh Alidoosti, Mina Sadati, Babak Karimi, Maral Baniadam, Mojtaba Pirzadeh, Mohammad Reza Rasouli, Sahra Asadollahi, Farid Sajjadi Hosseini, Mehdi Koushki","124","While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.","","Asghar Farhadi","movies.csv_pics\movies_972.jpg"
"971","El Vicepresidente","Vice","2018","Inglés","Español","7.2","USA","Biografía, Comedia, Drama, Historia","https://www.imdb.com/title/tt6266538","Adam McKay","Chelsea Barnard, Maeve Cullinane, Megan Ellison, Will Ferrell, Dede Gardner, Jason George, Jeremy Kleiner, Jillian Longnecker, Jennifer Madeloff, Adam McKay, Kevin J. Messick, Christina Oh, Brad Pitt, Jeff G. Waxman, Robyn Wholey","Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill, Eddie Marsan, Justin Kirk, LisaGay Hamilton, Jesse Plemons, Bill Camp","132","""The Untold True Story That Changed the Course of Historia.""  The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.","","Adam McKay","movies.csv_pics\movies_971.jpg"
"970","Eliminar Amigo","Unfriended","2014","Inglés","Español","5.6","USA, Rusia","Terror, Misterio, Thriller","https://www.imdb.com/title/tt3713166","Levan Gabriadze","Timur Bekmambetov, Jason Blum, Nelson Greaves, Alan Khamoui, Couper Samuelson, Adam Sidman","Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig, Moses Storm, Will Peltz, Renee Olstead, Jacob Wysocki, Mickey River, Cal Barnes","83","""This April, revenge comes online""  A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.","","Nelson Greaves","movies.csv_pics\movies_970.jpg"
"969","Eliminators","Eliminators","2016","Inglés","Español","5.6","UK, USA","Acción, Thriller","https://www.imdb.com/title/tt4587366","James Nunn","James Harris, Ben Jacques, Mark Lane, Richard Lowell, Michael J. Luisi, Ralph E. Portillo","Scott Adkins, Stu Bennett, Daniel Caltagirone, James Cosmo, Ty Glaser, Olivia Mace, Mem Ferda, Stephen Marcus, Nick Nevern, Lily Ann Stubbs","94","Thomas, widower and ex federal agent, hides in London with his daughter. 3 men break in. Thomas kills them. His photo ends on TV. A US Crimen boss sends a killer to London.","","Bobby Lee Darby, Nathan Brookes","movies.csv_pics\movies_969.jpg"
"968","Ellos Vienen Por Ti","Backtrack","2015","Inglés","Español","5.9","Australia, UK, Emiratos Árabes","Drama, Fantasía, Terror, Misterio, Thriller","https://www.imdb.com/title/tt2784936","Michael Petroni","Antonia Barnard, David Evans, Jamie Hilton, Phil Hunt, Michael Petroni, Michael Pontin, Compton Ross, Elliot Ross, Fenella Ross","Adrien Brody, Jenni Baird, Bruce Spence, Greg Poppleton, Barbara Gouskos, Jill McKay, Sam Neill, Anna Lise Phillips, Chloe Bayliss, Emma O'Farrell","90","""Nothing haunts like the past.""  A troubled psychologist returns to his hometown to uncover the truth behind his strange visions.","","Michael Petroni","movies.csv_pics\movies_968.jpg"
"967","Embers","Embers","2015","Inglés","Español","5.4","Polonia, USA","Drama, Misterio, Sci-Fi","https://www.imdb.com/title/tt3503460","Claire Carré","Mevlut Akkaya, Justin Benoliel, Pawel Bondarowicz, Claire Carré, Lynda Carré, Steve Drypolcher, Dan Fabulich, Karen Fischer, Guerraren Fischer, Daniel Fries, Richard Giannotti, Andrew Guo, Jason Stevan Hill, Kirsten Kairos, Tomek Kulesza, Nathan Lackie, Marysia Makowska, Nicholas Monsour, Cy Myers, Kacper Sawicki, Hana Shimizu, Daniel Shoenman, Todd Antonio Somodevilla, Charles Spano, Susan Spano, Frank J. Stamler, Lana Valenta, Quinn Wilson, Julian Yap, Eugene Zarakhovsky","Jason Ritter, Iva Gocheva, Greta Fernández, Tucker Smallwood, Karl Glusman, Silvan Friedman, Roberto Cots, Dominique Swain, Matthew Goulish, Kirsten Kairos","85","""The world without memory.""  After a global neurological epidemic, those who remain search for meaning and connection in a world without memory.","","Charles Spano, Claire Carré","movies.csv_pics\movies_967.jpg"
"966","Emmanuelle","Emmanuelle","1974","Inglés","Español","5.2","Francia","Drama, Romance","https://www.imdb.com/title/tt0071464","Just Jaeckin","Yves Rousset-Rouard","Alain Cuny, Sylvia Kristel, Marika Green, Daniel Sarky, Jeanne Colletin, Christine Boisson, Marion Webb, Gabriel Briand, Gregory, Yves Rousset-Rouard","94","""Let's you feel good without feeling bad.""  The wife of a French diplomat in Bangkok embarks on a voyage of self-discovery.","","Emmanuelle Arsan, Jean-Louis Richard","movies.csv_pics\movies_966.jpg"
"965","Emoji: La Película","The Emoji Movie","2017","ING/ESP","Español","3.4","USA","Infantil","https://www.imdb.com/title/tt4877122","Tony Leondis","Lisa Bechard, Theresa Bentz, Julie Groll, John Kreidman, Michelle Raimo, Ben Waisbren","T.J. Miller, James Corden, Anna Faris, Maya Rudolph, Steven Wright, Jennifer Coolidge, Patrick SteGuerrat, Christina Aguilera, Sofía Vergara, Rachael Ray","86","Todos los utilizan; de hecho, los emojis son casi imprescindibles para la comunicación digital. Los utilizas para expresar exactamente lo que sientes, pero ¿sabes qué sucede con ellos dentro de tu celular? Cada uno tiene una función específica, excepto por Gene, quien no tiene asignado ningún filtro. Sin embargo, al enterarse que su mundo peligra, Gene, Hi5 y Jalibreak viajarán a través de las Apps para intentar salvar su mundo. ¿Lograrán salvarse y encontrar, por fin, una designación para Gene?","","Tony Leondis, Eric Siegel, Mike White, Tony Leondis, Eric Siegel, John Hoffman","movies.csv_pics\movies_965.jpg"
