Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"147","The Survivalist","The Survivalist","2015","Inglés","Español","6.4","UK","Drama, Sci-Fi, Thriller","https://www.imdb.com/title/tt2580382","Stephen Fingleton","Emily Corcoran, David Gilbery, Wayne Marc Godfrey, Kevin Harvey, Katy Jackson, Robert Jones, Arnaud Lannic, Simon Lewis, Nick Quested, Andrew Reid, Natascha Wharton","Martin McCann, Mia Goth, Olwen Fouéré, Douglas Russell, Andrew Simpson, Ryan McParland, Hussina Raja, Ciaran Flynn, Sean Doupe, Jeremy Martin","104","In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.","","Stephen Fingleton","movies.csv_pics\movies_147.jpg"
"146","The Taking Of Deborah Logan","The Taking","2014","ING/ESP","Español","6.0","USA","Terror, Misterio, Thriller","https://www.imdb.com/title/tt3387648","Adam Robitel","Scott Adler, René Besson, Christa Campbell, Alex Cutler, Luke Daniels, Kurt Fethke, Lati Grobman, Dana Guerin, Gavin Heffernan, Jeff Rice, Adam Robitel, Bryan Singer, Jonathan Stein, Jason Taylor","Jill Larson, Anne Ramsay, Michelle Ang, Brett Gentile, Jeremy DeCarlos, Ryan Cutrona, Tonya Bludsworth, Anne Bedian, Randell Haynes, Jeffrey Woodard","90","""Evil lives within you.""  An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.","","Adam Robitel, Gavin Heffernan","movies.csv_pics\movies_146.jpg"
"145","The Tale","The Tale","2018","ING/ESP","Español","7.2","USA, Alemania","Biografía, Drama, Misterio, Thriller","https://www.imdb.com/title/tt4015500","Jennifer Fox","René Besson, Sol Bondy, Dan Cogan, Ron Dempsey, Stefanie Diaz, Abigail Disney, Geralyn White Dreyfous, John Duffy, Wendy Ettinger, Jennifer Fox, Lawrence Inglee, Ali Jazayeri, Matia Karrell, Jayme Lemons, Mynette Louie, Ross Marroso, Ben McConley, Oren Moverman, Derek Nguyen, Julie Parker Benello, Simone Pero, Reka Posta, Will Raynor, Laura Rister, Amy Rodrigue, Wendy Sax, Regina K. Scully, David Van Eman, Jason Van Eman, Lynda Weinman, Jamila Wenske","Laura Dern, Jason Ritter, Common, Elizabeth Debicki, Jessica Sarah Flaum, Laura Allen, Juli Erickson, Matthew Rauch, Ellen Burstyn, John Heard","114","A woman filming a Documental on childhood rape victims starts to question the nature of her childhood relationship with her riding instructor and running coach.","","Jennifer Fox","movies.csv_pics\movies_145.jpg"
"144","The Third Murder","Sandome no satsujin","2017","Inglés","Español","6.7","Japón","Crimen, Drama, Misterio","https://www.imdb.com/title/tt6410564","Hirokazu Koreeda","Chiaki Harada, Kaoru Matsuzaki, Satomi Odake, Shinichi Ogawa, Megumi Osawa, Hijiri Taguchi, Tatsumi Yoda","Masaharu Fukuyama, Kôji Yakusho, Suzu Hirose, Shinnosuke Mitsushima, Mikako Ichikawa, Izumi Matsuoka, Isao Hashizume, Hajime Inoue, Aju Makita, Toshie Negishi","124","A courtroom drama centered around the murder of a factory president.","","Hirokazu Koreeda","movies.csv_pics\movies_144.jpg"
"143","The Thousand Faces Of Dunjia","Qimen Dunjia","2017","ING/ESP","Español","5.4","China, Hong Kong","Acción, Aventura, Fantasía","https://www.imdb.com/title/tt6814080","Yuen Woo-Ping","Yonghui Huang, Wayne Wei Jiang, Nansun Shi, Shan Tam, Hark Tsui, Junzi Wei","Da Peng, Ni Ni, Aarif Lee, Dongyu Zhou, Wu Bai, Yiwei Yang, Miao Xie, Yilong Zhang, Darren Leung, Lin Zhang","113","A group of Guerrariors protect the world from a monster invasion.","","Hark Tsui, Junzi Wei, Shaofei Xu, Bingjia Yang","movies.csv_pics\movies_143.jpg"
"142","The Ticket","The Ticket","2016","Inglés","Español","5.4","USA","Drama","https://www.imdb.com/title/tt3893280","Ido Fluk","Dale A. Brown, Nick Byassee, Ann Corkery, Claude Dal Farra, Massoumeh Emami, Katie Heidy, Lawrence Inglee, Ken Johnson, Michael Leaser, Matthew J. Malek, Gemma Massot, Oren Moverman, Myles Nystel, Lauren Pagoni, Jeffrey Penman, Rob Ree, Joseph Reed, Mark D. Rodgers, Frederick Taouil, Courtney Blythe Turk, William L. Walton, J. Mitchell White, Lisa L. Wilson, Tyler Zacharia","Dan Stevens, Oliver Platt, Malin Akerman, Kerry Bishé, Skylar Gaertner, Peter Mark Kendall, Liza J. Bennett, Ekaterina Samsonov, Richard Lounello, Bettina Skye","97","A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.","","Ido Fluk, Sharon Mashihi","movies.csv_pics\movies_142.jpg"
"141","The Titan","The Titan","2018","ING/ESP","Español","4.8","UK, España, USA, Alemania","Drama, Misterio, Romance, Sci-Fi, Thriller","https://www.imdb.com/title/tt4986098","Lennart Ruff","Rory Aitken, Arash Amel, Fred Berger, Nicolas Chartier, Leon Clarance, Jonathan Deckter, Adrián Guerra, Joshua Horsfield, Max Hurwitz, Brian Kavanaugh-Jones, Jo Monk, Toni Novella, Ben Pugh, Michael Reuter, Jimmy Star, Olive Uniacke, Núria Valls, Laure Vaysse","Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn, Nathalie Emmanuel, Noah Jupe, Corey Johnson, Aleksandar Jovanovic, Diego Boneta, Aaron Heffernan","97","""The Next Stage of Evolution.""  A military Familia takes part in a ground-breaking experiment of genetic evolution and space exploration.","","Max Hurwitz, Arash Amel","movies.csv_pics\movies_141.jpg"
"140","The Trust","The Trust","2016","ING/ESP","Español","5.5","USA","Acción, Crimen, Misterio, Thriller","https://www.imdb.com/title/tt3733774","Alex Brewer, Benjamin Brewer","Amy Murphy Anderson, Charles Auty, Lee Broda, Bill Bromiley, Ali Brown, Ted Cawrey, Kerstin Emhoff, Megan Forde, Arianne Fraser, Molly Hassell, John Jencks, Julie Kroll, Eddie Micallef, Jason Carter Miller, Mike Nilon, Habib Paracha, Delphine Perrier, Stephanie Pon, Braxton Pope, Christopher Ramirez, Jeff Rice, Ness Saban, Bradford L. Schlei, Alexa Seligman, Jay Taylor, Glen Trotiner, Simon Williams, Henry Winterstern","Nicolas Cage, Elijah Wood, Sky Ferreira, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito, Jerry Lewis","92","""Bad cops make the best criminals""  A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.","","Adam Hirsch, Benjamin Brewer","movies.csv_pics\movies_140.jpg"
"139","The Vault","The Vault","2017","ING/ESP","Español","4.9","USA","Crimen, Terror, Misterio, Thriller","https://www.imdb.com/title/tt1785635","Dan Bush","Scott Adler, Michael Becker, Lee Broda, Tom Butterfield, Jamie Carmichael, Alex Cutler, Joseph Dang, Luke Daniels, Jon Graham, Dana Guerin, Michael Guerin, Jeff Gum, Gary Matthew, Michael Milford, Alexander Motlagh, Dmitry Paniotto, Alan Pao, Darby Parker, Mohit Ramchandani, Nanda Rao, Scott Reed, Jeff Rice, Shaun Sanghani, Greg Scott, John R. Sherman","James Franco, Scott Haze, Taryn Manning, Franciasca Eastwood, Q'orianka Kilcher, Jeff Gum, Clifton Collins Jr., Keith Loneker, Jill Jane Clements, Michael Milford","91","""No one is safe.""  Two estranged sisters are forced to rob a bank in order to save their brother. But this is no ordinary bank.","","Dan Bush, Conal Byrne","movies.csv_pics\movies_139.jpg"
"138","The Veil","The Veil","2016","Inglés","Español","4.7","USA","Terror","https://www.imdb.com/title/tt3533916","Phil Joanou","Jason Blum, Kaylene Carlson, Phillip Dawe, Robert Ben Garant, Paul Manix, Jeanette Volturno","Jessica Alba, Thomas Jane, Lily Rabe, Aleksa Palladino, Shannon WoodGuerrad, Reid Scott, Lenny Jacobson, Meegan Guerraner, Jack De Sena, David Sullivan","93","Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a Documental crew in tow.","","Robert Ben Garant","movies.csv_pics\movies_138.jpg"
"137","The Vessel","The Vessel","2016","Inglés","Español","5.4","Puerto Rico, USA","Drama","https://www.imdb.com/title/tt4083052","Julio Quintana","Stephen Germer, Sarah Green, Anthony Jackson, Jenna Jackson, Richard C. Jones, Mark Joseph, Jeff Keels, Terrence Malick, Marla Quintana, Michael Rockafellow, Mark D. Rodgers, Martin Sheen, Christian Sosa, Kelli Weinzierl, Jody Wingrove","Lucas Quintana, Martin Sheen, Jacqueline Duprey, Aris Mejias, Hiram Delgado, Jorge Luis Ramos, Marian Pabon, Elia Enid Cadilla, Sunshine Logroño, Julio Ramos Velez","86","Ten years after a tsunami destroyed a small-town elementary school with all the children inside, a young man builds a mysterious structure out of the school's remains, setting the town aflame with passions long forgotten.","","Julio Quintana","movies.csv_pics\movies_137.jpg"
"136","The Wall","The Wall","2017","ING/ESP","Español","6.2","USA","Acción, Drama, Thriller, Guerra","https://www.imdb.com/title/tt4218696","Doug Liman","Ray Angelic, David Bartis, Alison Winter","Aaron Taylor-Johnson, John Cena, Laith Nakli","88","""This isn't Guerra. It's a game.""  Two American soldiers are pinned down in the Iraqi desert by a lethal sniper with only a crumbling wall between them.","","Dwain Worrell","movies.csv_pics\movies_136.jpg"
"135","The Guerraning","El aviso","2018","Inglés","Español","5.9","España","Crimen, Drama, Fantasía, Misterio, Thriller","https://www.imdb.com/title/tt3711510","Daniel Calparsoro","Pilar Benito, Pedro Uriol, Cristina Zumárraga","Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Patricia Vico, Sergio Mur, Luis Callejo, Julieta Serrano","92","""Only with the past you will solve the future.""  Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know who has come to believe that fate itself wants the boy dead and tries to prevent it.","","Patxi Amezcua, Chris Sparling, Jorge Guerricaechevarría, Paul Pen","movies.csv_pics\movies_135.jpg"
"134","The Week Of","The Week Of","2018","ING/ESP","Español","5.2","USA","Comedia","https://www.imdb.com/title/tt6821012","Robert Smigel","Barry Bernardi, Allen Covert, Kevin Grady, Tim Herlihy, Judit Maull, Adam Sandler, Joseph Vecsey","Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch, Allison Strong, Roland Buck III, Katie Hartman, Chloe Himmelman, Jake Lippmann, Jim Barone","116","""7 Days. 2 Families. No Backing Out.""  Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.","","Adam Sandler, Robert Smigel","movies.csv_pics\movies_134.jpg"
"133","The Wolf's Call","Le chant du loup","2019","ING/ESP","Español","6.9","Francia","Acción, Thriller","https://www.imdb.com/title/tt7458762","Antonin Baudry","Xavier Amblard, Alain Attal, Marie de Cenival, Vincent Mazel, Solveig Rawas, Stéphane Riga, Ardavan Safaee, Jérôme Seydoux, Hugo Sélignac","François Civil, Omar Sy, Mathieu Kassovitz, Reda Kateb, Paula Beer, Alexis Michalik, Jean-Yves Berteloot, Damien Bonnard, Pierre Cévaër, Sébastien Libessart","115","In the near future, a French submarine finds itself in a crisis situation.","","Antonin Baudry","movies.csv_pics\movies_133.jpg"
"132","The Young Messiah","The Young Messiah","2016","ING/ESP","Español","5.7","USA, Corea del Sur","Drama, Fantasía","https://www.imdb.com/title/tt1002563","Cyrus Nowrasteh","Ashok Amritraj, Bill Andrew, Michael Barnathan, Mark Burton, Sang H. Cho, Chris Columbus, Guy Inzalaco, Miky Lee, Richard Lee, Steven Nam, Tracy K. Price, Mark Radcliffe, Richard Sandfer, Mark W. Shaw, Enzo Sisti, Andrew Spaulding, Karen Swallow, Jeong Tae-sung","Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Finn Irlanda, Christian McKay, Agni Scott, Lois Ellington, Jane Lapotaire, Duné Medros, Rory Keenan","111","""Before he was the savior...he was a child.""  Tells the story of Jesus Christ at age seven as he and his Familia depart Egipto to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.","","Betsy Giffen Nowrasteh, Cyrus Nowrasteh, Anne Rice","movies.csv_pics\movies_132.jpg"
"131","Thor Ragnarok","Thor: Ragnarok","2017","ING/ESP","Español","7.9","USA","Acción, Aventura, Comedia, Fantasía, Sci-Fi","https://www.imdb.com/title/tt3501632","Taika Waititi","Victoria Alonso, Brian Chapek, Louis D'Esposito, Kevin Feige, David J. Grant, Thomas M. Hammel, Stan Lee, Brad Winderbaum","Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch","130","""No Hammer. No Problem.""  Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","","Eric Pearson, Craig Kyle, Christopher L. Yost, Stan Lee, Larry Lieber, Jack Kirby, Greg Pak, Walter Simonson, Carlo Pagulayan","movies.csv_pics\movies_131.jpg"
"130","Thoroughbreds","Thoroughbreds","2017","ING/ESP","Español","6.6","USA","Comedia, Crimen, Drama, Thriller","https://www.imdb.com/title/tt5649108","Cory Finley","Declan Baldwin, B. Ted Deiker, Andrew Duncan, Nat Faxon, Dani Johnson, Jim Rash, Alex Saks, Ryan Stowell, Leah Taylor Roy, Kevin J. Walsh","Olivia Cooke, Anya Taylor-Joy, Anton Yelchin, Paul Sparks, Francie Swift, Kaili Vernoff, Svetlana Orlova, Alyssa Fishenden, Jackson Damon, James Haddad","92","""Good Breeding Gone Bad""  Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost.","","Cory Finley","movies.csv_pics\movies_130.jpg"
"129","Tiger House","Tiger House","2015","Inglés","Español","5.2","UK, Sudáfrica","Acción, Crimen, Drama, Thriller","https://www.imdb.com/title/tt2911674","Thomas Daley","Edwin Angless, Ronnie Apteker, Will Clarke, Patrick Fischer, Tarquin Glass, Richard Kondal, Richard Mansell, Tendeka Matatu, Andy Mayson, Gary Millner, Mike Runagall","Kaya Scodelario, Ed Skrein, Dougray Scott, Daniel Boyd, Julie Summers, Langley Kirkwood, Brandon Auret, Andrew Brent, Nicholas Dallas, Nicholas Fortuin","80","""12 Hours, 4 Killers, 1 Way Out.""  Kelly sneaks into her boyfriend's house but tonight, she's not the only unwelcome visitor. As the situation spirals out of control, the suburban house becomes a terrifying arena for violence.","","Simon Lewis","movies.csv_pics\movies_129.jpg"
"128","Tik Tok","Jing tian da ni zhuan","2016","ING/ESP","Español","5.5","China","Acción, Crimen, Misterio, Thriller","https://www.imdb.com/title/tt6033150","Li Jun","Lumeng Cui, Victoria Hon, Cho Hyun-min, Cho Hyunmin, Jiaren Karren Wang, Robert Wei, Hongtao Yang","Wallace Chung, Lee Jung-jae, Yueting Lang, Lee Chae-yeong, Fan Yang, Lumeng Cui, Rayner Gabriel, Elisa Jiang, Jadie Lynn, Won Joon Yoon","103","Guo Zhida and his twins brother scheme an bomb explosion near the gym to take away money from gambling group. Korean police officer and psychologist Yang cooperates to prevent this conspiracy.","","Xiaoyang Ding","movies.csv_pics\movies_128.jpg"
"127","Time Freak","Time Freak","2018","ING/ESP","Español","5.8","USA","Comedia, Drama, Romance, Sci-Fi","https://www.imdb.com/title/tt6769280","Andrew Bowler","Justin Bursch, Ryan Cassells, Gigi Causey, Jonathan Gray, EdGuerrad H. Hamm Jr., Qianshan Liao, Ruoming Liao, Rob Lieber, Raymond Mansfield, Sean McKittrick, Shaun Redick, Matthew Rhodes, Keith Wright","Asa Butterfield, Sophie Turner, Skyler Gisondo, Will Peltz, Aubrey Reynolds, Jillian Joy, Joseph Park, Caden J. Gregoire, Cassie Williams, Coral Chambers","104","""If at first you don't succeed, build a time machine.""  A genius teenage boy is in love with a girl who breaks up with him after a year. He invents a time machine and tries to fix the breakup repeatedly. He finally goes a year back with his friend to fix the bad days.","","Andrew Bowler","movies.csv_pics\movies_127.jpg"
"126","Tini El Gran Cambio De Violetta","Tini: El gran cambio de Violetta","2016","Español","Ninguno","5.3","España, Italia, Argentina","Aventura, Familia, Música","https://www.imdb.com/title/tt5122374","Juan Pablo Buscarini","Agustin Bossi, Pablo Bossi, Pol Bossi, Ricardo Marco Budé, Roberto Manni, Koke Mayayo, Victoria Fernandez Rostello, Ignacio Salazar-Simpson, Nicolás Tapia","Tini Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera","99","Violetta returns from a worldwide tour to unexpected news. Finding herself at a crossroads, she is forced to question everything.","","Ramón Salazar","movies.csv_pics\movies_126.jpg"
"125","Titanes Del Pacífico","Pacific Rim","2013","ING/ESP","Español","6.9","USA, México","Acción, Aventura, Sci-Fi","https://www.imdb.com/title/tt1663662","Guillermo del Toro","Chen-On Chu, Guillermo del Toro, Callum Greene, Jon Jashni, Mary Parent, Jillian Share, Thomas Tull","Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi, Charlie Day, Burn Gorman, Max Martini, Robert Kazinsky, Clifton Collins Jr., Ron Perlman","131","""Go big or go extinct""  As a Guerra between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","","Travis Beacham, Guillermo del Toro, Travis Beacham","movies.csv_pics\movies_125.jpg"
"124","Titanes Del Pacífico: Insurrección","Pacific Rim: Uprising","2018","ING/ESP","Español","5.6","UK, China, Japón, USA, México","Acción, Aventura, Sci-Fi","https://www.imdb.com/title/tt2557478","Steven S. DeKnight","Jay Ashenfelter, John Boyega, Cale Boyter, Hopming Cheng, Jennifer Conroy, Guillermo del Toro, Jon Jashni, Eric McLeod, Femi Oguns, Mary Parent, Jake Rice, Thomas Tull, Brook Worley, Dory Wu","John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman, Charlie Day, Tian Jing, Jin Zhang, Adria Arjona, Rinko Kikuchi, Karan Brar","111","""Rise up.""  Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.","","Steven S. DeKnight, Emily Carmichael, Kira Snyder, T.S. Nowlin, Travis Beacham","movies.csv_pics\movies_124.jpg"
"123","To All The Boys I've Loved Before","To All the Boys I've Loved Before","2018","ING/ESP","Español","7.0","USA","Comedia, Drama, Romance","https://www.imdb.com/title/tt3846674","Susan Johnson","Brett Bouttier, Dougie Cash, Don Dunn, Guerraren Fischer, Megan Greydanus, Jenny Han, Jessica Held, Kelsey Jackson, Matthew Kaplan, Jordan Levin, Robyn Marshall, Max Siemers, Vicki Sotheran","Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madeleine Arthur, Emilija Baranac, Israel Broussard, John Corbett","99","""The letters are out.""  A teenage girl's secret love letters are exposed and wreak havoc on her love life.","","Sofia Alvarez, Jenny Han","movies.csv_pics\movies_123.jpg"
"122","Todo El Dinero Del Mundo","All the Money in the World","2017","ING/ESP","Español","6.8","USA, Italia, UK, China","Crimen, Drama, Historia, Misterio, Thriller","https://www.imdb.com/title/tt5294550","Ridley Scott","Chris Clark, Quentin Curtis, Aidan Elliott, Dan Friedkin, Mark Huffam, Teresa Kelly, Marco Valerio Pugini, Ridley Scott, Bradley Thomas, Kevin J. Walsh","Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris, Timothy Hutton, Charlie Plummer, Charlie Shotwell, Andrew Buchan, Marco Leonardi, Giuseppe Bonifati","132","Relata la historia del secuestro de John Paul Getty, de 16 años, y el intento desesperado de su devota madre de convencer a su abuelo multimillonario para que pague el rescate.","","David Scarpa, John Pearson","movies.csv_pics\movies_122.jpg"
"121","Todo, Todo","Everything, Everything","2017","ING/ESP","Español","6.3","USA","Drama, Romance","https://www.imdb.com/title/tt5001718","Stella Meghie","Arturo del Río, Victor Ho, Elysa Koplovitz Dutton, Leslie Morgenstein","Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera, Taylor Hickson, Danúbe Hermosillo, Dan Payne, Fiona Loewi, Sage Brocklebank, Robert Lawrenson","96","""Risk everything... for love.""  A teenager who's spent her whole life confined to her home falls for the boy next door.","","J. Mills Goodloe, Nicola Yoon","movies.csv_pics\movies_121.jpg"
"120","Todos Lo Saben","Todos lo saben","2018","Inglés","Español","6.9","España, Francia, Italia, Argentina, Alemania","Crimen, Drama, Misterio, Thriller","https://www.imdb.com/title/tt4964788","Asghar Farhadi","Mathieu Delaunay, Angélica Huete, Álvaro Longoria, Alexandre Mallet-Guy, Stefano Massenzi, Andrea Occhipinti, Cynthia Pinet","Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández, Bárbara Lennie, Inma Cuesta, Elvira Mínguez, Ramón Barea, Carla Campra, Sara Sálamo","133","""Alguien secuestró a su hija. ¿Quien está detrás? [Someone kidnapped her daughter. Who did it?] (Argentine teaser poster)""  Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.","","Asghar Farhadi","movies.csv_pics\movies_120.jpg"
"119","Tomb Invader","Tomb Invader","2018","ING/ESP","Español","2.7","USA","Acción, Aventura","https://www.imdb.com/title/tt7781732","James Thomas","Paul Bales, David Michael Latt, Nick Lyon, Canyon Prince, David Rimawi","Gina Vitori, Andrew J Katers, Samantha Bowling, Evan Sloan, Shawn McConnell, Lindsay Sawyer, Val Victa, Jordan Williams, Kate Watson, John Wusah","83","""Archaeology just got badass!""  Archaeologist, Alabama Channing, is recruited by a mysterious billionaire to help find an ancient Chinese relic. The same treasure that her mother was in search of before she went missing.","","Nick Zephyrin","movies.csv_pics\movies_119.jpg"
"118","Tomb Raider, Las Aventuras De Lara Croft","Tomb Raider","2018","ING/ESP","Español","6.3","UK, USA","Acción, Aventura, Fantasía, Thriller","https://www.imdb.com/title/tt1365519","Roar Uthaug","Genevieve Hofmeyr, Noah Hughes, Graham King, Patrick McCormick, Denis O'Sullivan","Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas, Derek Jacobi, Alexandre Willaume, Tamer Burjaq, Adrian Collins, Keenan Arrison","119","""Her legend begins.""  Lara Croft, the fiercely independent daughter of a missing Aventurar, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared.","","Geneva Robertson-Dworet, Alastair Siddons, Evan Daugherty, Geneva Robertson-Dworet, Susan O'Connor, Rhianna Pratchett","movies.csv_pics\movies_118.jpg"
"117","Tomorrowland: El Mundo Del Mañana","Tomorrowland","2015","ING/ESP","Español","6.4","USA, España, Francia, Canadá, UK, China, Italia, Alemania","Acción, Aventura, Familia, Fantasía, Misterio, Sci-Fi","https://www.imdb.com/title/tt1964418","Brad Bird","Mark Albela, Bernard Bellew, John Bernard, Brad Bird, Debbi Bossi, Jeffrey Chernov, Jeff Jensen, Damon Lindelof, Tom C. Peitzman, Brigham Taylor, John Walker","George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn, Keegan-Michael Key, Chris Bauer, Thomas Robinson, Pierce Gagnon","130","""Imagine a place where nothing is impossible.""  Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","","Damon Lindelof, Brad Bird, Damon Lindelof, Brad Bird, Jeff Jensen","movies.csv_pics\movies_117.jpg"
"116","Top Gun Maverick","Top Gun: Maverick","2022","ING/ESP","Español","8.2","USA","Acción, Drama","https://www.imdb.com/title/tt1745960","Joseph Kosinski","Jerry Bruckheimer, John K. Campbell, Emily Cheung, Tom Cruise, David Ellison, Don Ferrarone, Dana Goldberg, Don Granger, Tommy Harper, Christopher McQuarrie, Chad Oman, Melissa Reid, Mike Stenson","Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm, Charles Parnell, Monica Barbaro, Lewis Pullman, Jay Ellis","130","""Feel the need... The need for speed.""  The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.","","Jim Cash, Jack Epps Jr., Peter Craig, Justin Marks, Ehren Kruger, Eric Guerraren Singer, Christopher McQuarrie","movies.csv_pics\movies_116.jpg"
"115","Tortugas Ninja 2: Fuera De Las Sombras","Teenage Mutant Ninja Turtles: Out of the Shadows","2016","ING/ESP","Español","5.9","USA, Hong Kong, China","Acción, Aventura, Comedia, Crimen, Fantasía, Sci-Fi","https://www.imdb.com/title/tt3949660","Dave Green","Josh Appelbaum, Michael Bay, Eric J. Crown, Grant Curtis, Andrew Form, Brad Fuller, Basil Grillo, Scott Mednick, André Nemec, Marc Pappalardo, Bret Rowe, Lori Scowley, Napoleon Smith III, Denis L. SteGuerrat, Galen Walker","Megan Fox, Will Arnett, Laura Linney, Stephen Amell, Noel Fisher, Jeremy HoGuerrad, Pete Ploszek, Alan Ritchson, Tyler Perry, Brian Tee","112","""Raise some shell.""  The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.","","Josh Appelbaum, André Nemec, Peter Laird, Kevin Eastman","movies.csv_pics\movies_115.jpg"
"114","Totem Lobo","Le dernier loup","2015","ING/ESP","Español","6.6","China, Francia","Aventura, Drama","https://www.imdb.com/title/tt2909116","Jean-Jacques Annaud","Jean-Jacques Annaud, Yin Cao, Xavier Castano, Kang Jian, Ji Jing, William Kong, Peikang La, Aurélie Laffite, Hong Ling, Tiejun Mu, Alan Wang, Jing Wang, Max Wang, Jianshai Xu, Duojia Zhao","Shaofeng Feng, Shawn Dou, Ankhnyam Ragchaa, Zhusheng Yin, Baasanjav Mijid, Gexige Baoyin, Tumenbayaer, Xilindule, Hai-Long Bao","121","During China's Cultural Revolution, a young urban student is sent to live with Mongolian herders, where he adopts a wolf cub.","","Jiang Rong, Alain Godard, Jean-Jacques Annaud, Wei Lu, John Collee","movies.csv_pics\movies_114.jpg"
"113","Toy Story 4","Toy Story 4","2019","ING/ESP","Español","7.6","USA","Infantil","https://www.imdb.com/title/tt1979376","Josh Cooley","Pete Docter, Mark Nielsen, Denise Ream, Jonas Rivera, Katherine Sarafian, Andrew Stanton, Rosana Sullivan, Galyn Susman, Lee Unkrich","Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki","100","Cuando un nuevo juguete llamado «Forky» se une a Woody y a la pandilla, un viaje por carretera junto a viejos y nuevos amigos revela lo grande que puede ser el mundo para un juguete.","","John Lasseter, Andrew Stanton, Josh Cooley, Valerie LaPointe, Rashida Jones, Will McCormack, Martin Hynes, Stephany Folsom, Andrew Stanton, Stephany Folsom","movies.csv_pics\movies_113.jpg"
"112","Traffik","Traffik","2018","ING/ESP","Español","5.9","USA","Acción, Thriller","https://www.imdb.com/title/tt5670152","Deon Taylor","Roxanne Avent, Victoria Bullock, Mark Burg, Karicean Karen Dick, Omar Joseph, Heather Kritzer, Paula Patton, Gingi Rochelle, Robert F. Smith, Deon Taylor","Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner, Jeff Wiesen, Omar Epps, Laz Alonso, Roselyn Sanchez, Ramsey Hanchette, Dawn Olivieri","96","""Refuse To Be A Victim""  A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","","Deon Taylor","movies.csv_pics\movies_112.jpg"
